评论人,时间,内容
lucifer_is_my_king,2018-01-25,All by myself !!! 🎶 lonely i am mrs loney !! 🎶 #superscreen #thecommuter
aco_sang,2018-01-25,#커뮤터 #thecommuter #영화 #movie #映画 #観賞 #관람 추운날 영화관에서 몸 녹이자 (?) ...
baangchaau,2018-01-25,"Người lạ ơi, xin cho tôi mượn... nhé:)) #dayoff#cinematime#thecommuter#cgv#january#2018"
jcmgcmt,2018-01-25,Bench warmer :) #TheCommuter
cautionspoilers,2018-01-25,"The Commuter ⭐️⭐️⭐️ : A cautionary tale about talking to strangers on public transport, imagine “Train to Busan” but with only one mad, staring-eyed person spattered with blood, and that’s Liam Neeson. This is Snakes On A Train, where you’re not sure who the snakes are. And yes I liked it. Totally batshit, ignore the plotholes and just enjoy the terrific action sequences. Review at bit.ly/commutermovie or cautionspoilers.com ‪#thecommuter #thecommuterreview #liamneeson #verafarmiga #trains #commuting #filmreview #moviereview #actionfilm‬ @thecommuterfilm"
shue_shan,2018-01-25,#thecommuter @s_dnda
marnemoviemagic,2018-01-25,"Marnes Top 3 der deutschen Kinostarts: Woche 4 in 2018 Der Oscarkandidat ""Three Billboards Outside Ebbing, Missouri"" erzählt die Geschichte einer Mutter, die um Gerechtigkeit für ihre ermordete Tochter kämpft. In #Wunder muss sich der mit einem angeborenen Gendefekt entstellte 10 jährige August Pullman (Jacob Tremblay) erstmals an einer öffentlichen Schule zurecht finden und im deutschen ""Nur Gott kann mich richten"" lässt sich der Ex-Sträfling Ricky (Moritz Bleibtreu) erneut auf einen illegalen Coup ein. Und für alle Sparfüchse unter euch: ab heute ist ""The Commuter"" mit Liam Neeson in allen Cinestars der Film der Woche. #threebillboards #francesmcdormand #woodyharrelson #samrockwell #wonder #owenwilson #juliaroberts #jacobtremblay #nurgottkannmichrichten #ngkmr #moritzbleibtreu #thecommuter #cinestar #cinestarcard #filmderwoche #kinostarts #kinostart #filme #movies #cinema #blockbuster #independentmovie #moviestart #newincinema #instafilm #filmjunkie #cinephile #filmbuff #cinephilecummunity"
jeon_jihye89,2018-01-25,"오늘의 두 번째 영화, <커뮤터>🎬 - 선착순 이벤트 까먹어서 VIP 평일관람권으로 대신 관람.. 알림해두던지 적어놔야지 원😂 - 무튼 액션 더 이상 안 찍으신댔는데 또 액션으로 컴백하셔서 읭..?🤔스러웠지만 뭔가 의리로 봐 드려야할 것 같은 리암옹 영화ㅎㅎ 리암 표 액션이라는 장르로 분류해도 되것어요 아즈씨.. 아니 할아버진가... 암만 전직 경찰이라도 글치 기억력이 너무 과하게 좋은 거 아닙니까ㅋㅋ 애초에 러시아워였던 그 통근열차에서 얼굴도 이름도 모르는 사람을 밑도 끝도 없이 우째 찾는대냐.. 그래도 내 나이가 60이라던 대사에 맞기도 엄청 맞으시고 힘에 부쳐보이던 액션씬에선 그간의 세월을 느낄 수 있어서 뭔가 애잔ㅠㅠㅠ 그나저나 <컨저링>의 패트릭 윌슨, 베라 파미가 둘 다 나와서 느낌 묘하더라는ㅎㅎ 그래서 결국 해고당한 리암 아저씨 이용해 먹은 것들은 정체가 뭐였던겨? 조직명도 안 나오고 '고결'만 중얼거리다 흐지부지..😕 마지막 짤은 <레이디 맥베스>의 플로렌스 퓨!! 나오는지 모르다가 뒤늦게 알아채고 깜짝 놀랐던😲😲 <랜드 오브 마인>의 심성 착한 군인이었던 #로랜드몰러 (롤란 뮐레르라고도 표기하던데 뭐가 맞는지는 잘..😅) 배우도 반가웠고ㅎㅎ #영화 #무비스타그램 #커뮤터 #자움콜렛세라 #리암니슨 #베라파미가 #패트릭윌슨 #샘닐 #플로렌스퓨 #엘리자베스맥거번 #조나단뱅스 #앤디나이맨 #thecommuter #liamneeson #verafarmiga #patrickwilson #samneill #florencepugh #elizabethmcgovern #jonathanbanks #rolandmoller #andynyman"
cinemainside17,2018-01-25,#daoggialcinema #thecommuter #luomosultreno #liamnesson #verafarmiga
yoona_ordinary,2018-01-25,- #thecommuter #커뮤터 #리암니슨💕 #암슨행님 #액션영화 #추리액션 #재미 #2018년_7번째영화 @moviebogo . . 조금 더 추리할 수 있는 요소를 좀 더 던져줬으면 좋았을걸.그래도 잘보고옴 #애정으로본영화 #노장액션응원합니다 #아쉬움은남지만재미있던 #다양성존중 #액션영화가보고싶을때 #딱! #맥주마시며액션영화즐기기🍺🎬 . . 요즘 자꾸 의도치 않은 리액션터짐. 깜짝깜짝 잘 놀래고. 영화보다가 놀란 내반응에 내가 더 놀라고😱 난리임. 웃음소리 새어나오고. 추임새 터짐. 얼쑤! #오늘도장난아님 .
ccplenilunio,2018-01-25,"Liam Neeson y el director Jaume Collet-Serra vuelven a trabajar juntos en el explosivo thriller ""#ElPasajero"". Una película de suspense y acción que se centra en la frenética misión de un hombre que tratará de evitar un desastre en un tren lleno de viajeros. ¿Vas a perderte el estreno? ¡Te esperamos mañana en @yelmo_cines de Plenilunio! #yelmocines #plenilunio #estrenos #películas #cine #madrid #centrocomercial #thecommuter #elpasajero #suspense #acción"
___rudderless,2018-01-25,". 주인공이 리암니슨이다 어떻게 흘러갈진 말 안해도 예상된다 포스터 지금 봤는데 초대형 액션 블록버스터??? ...... 그냥 지루하지 않은 액션과 추리, 약간의 교훈 정도 집 밖에 나온김에 다시 집에 가긴 뭔가 좀 아쉽고 딱히 할 건 없어서 본 건데 더도 말고 덜도 말고 딱 이 정도로 보기 나쁘지 않은 영화 이제 늙은 리암니슨 좀 그만 괴롭히자 건드리면 어떻게 될지 알면서"
helensaadiah,2018-01-25,😘👌🏼 #xxicinema #thecommuter
gold_michaela,2018-01-25,#커뮤터 #thecommuter #리암니슨 #liamneeson #메가박스강남 🎬
moongyumi00,2018-01-25,"자몽, 핑크 사랑😘 여행갔다 바로 실기보느라 생일 다가오는 것도 잊고 지내고.. 영화 안 본지 한 달 됐었는데 보게 되어 넘 행복하다 믿고보는 리암행님...😂 #영화#커뮤터#thecommuter #liamneeson #송파파크하비오 #송파하비오#메가박스#문정#장지 #짜요짜요#솜사탕#모구모구 #정시#입시생#🎤#실기#끝#내일내생일"
zhonghuiliu,2018-01-25,4 #커뮤터 #thecommuter #通勤营救#movies #cgv아트하우스 #cgv #영화 #영화좋아하는여자 #혼영 #무료영화관람
1i1ac_,2018-01-25,"원래 액션영화 잘 안 보는데,,,오,,,, 초반은 약간 지루한 부분이 없지 않아 있는데 후반부로 갈수록 오,,,,,👍🏻 이래서 액션 영화를 보는 거구나 하고 느끼게 됐다🙂 . . . #영화 #커뮤터 #리암니슨 #씨지브이 #일상 #스물하나 #혼영 #생일쿠폰 #팝콘 #콜라 #21 #thecommuter #movie #cgv #daily #like"
lovelymelrose,2018-01-25,#커뮤터 #thecommuter #movie #film #action #blockbuster #25일 #오늘개봉 #리암니슨 #liamneeson #actor #52년생액션배우 #67세 #이거실화냐 #액션배우를꿈꿨던멜 #넘나대단 #👍 #저녁이후 #손님없어 #조기퇴근 #1시간일찍퇴근안비밀
instamyru,2018-01-25,". 커뮤터 (2018) The Commuter 서프라이즈 티켓으로 관람한 ""논스톱""의 열차버전. 기타와 도끼를 휘두르는 롱테이크씬이 인상적. 아이맥스 포스터 2종이 공개되었는데 외국에선 아이맥스로도 상영해주나보네. . ""리암니슨은 세글자로된 영화 전문배우임!"" 논스톱 툼스톤 언노운 배틀쉽 다크맨 타이탄 클로이 더헌팅 건샤이 롭로이 트럼보 (더)그레이 테이큰1,2,3 ... . #영화 #커뮤터 #리암니슨 #베라파미가 #패트릭윌슨 #샘닐 #CGV #포토티켓 #서프라이즈티켓 #movie #film #instafilm #phototicket #TheCommuter #LiamNeeson #VeraFarmiga #PatrickWilson #SamNeill"
nuni_mahardika30,2018-01-25,Movie Time The Commuter 🎬🎬#kimchirunners #movietime #selamatmalam #sumereconmallserpong #thecommuter
ccncondomina,2018-01-25,"Liam Neeson y el director Jaume Collet-Serra vuelven a trabajar juntos en el explosivo thriller ""El Pasajero"". Una película de suspense y acción que se centra en la frenética misión de un hombre que tratará de evitar un desastre en un tren lleno de viajeros. ¿Vas a perderte el estreno? ¡Te esperamos mañana en @cinesa.es de Nueva Condomina! #cinesa #ccnuevacondomina #estrenos #películas #cine #murcia #centrocomercial #thecommuter #elpasajero #suspense #acción"
chantelleweightwatchers,2018-01-25,"My Friday Night Plans Child's going to nans for weekend so me and Matthew off to cinema to see a very sexy man on the big screen! then we having a pizza night at home, so I choose this 17sp for all and I will add chicken to it. #weightwatchers #weightlossjourney #weightwatchers360 #weightwatcheruk #weightwatcher #smartpoints #flex #fridaynight #liamneeson #thecommuter #pizzaexpress #pizza #dinner @pizzaexpress @liamneesonofficial_ @cineworld"
thienha_ng_2908,2018-01-25,#thecommuter #cgv
raphaela_kum,2018-01-25,#목요일 #강남역 #강남메가박스 #메가박스 #영화 #커뮤터 #thecommuter #자움콜렛세라 #리암니슨 #liamneeson #문화생활 #춥다 #눈을뜰수가없다 #😖
mohd_aziq_li,2018-01-25,#thecommuter
aman0317,2018-01-25,老爸英雄系列 都不用怕沒有工作或票房 #betterthanwhatiexpected #thecommuter #liamneeson #疾速救援
cautionspoilers,2018-01-25,I’m starting to wonder if my Wordpress tags for my review of The Commuter really do the film justice. #TheCommuter #LiamNeeson #Wordpress #Review @thecommuterfilm
haitham.sulaiman,2018-01-25,#هلا #ويكند #سينمائي دسم ولاول مرة من فترة طويلة 😍😍😍😍 #thepost #thebreadwinner #thecommuter #allthemoneyintheworld #12strong #thefloridaproject
ashuraxuan,2018-01-25,watch this movie only for Liam Neeson❤#thecommuter #liamneeson 完全是冲着连姆叔去看的这部电影😘
cinestarde,2018-01-25,Liam Neeson überzeugt voll und ganz in seiner Rolle als Michael MacCauley in 'The Commuter'. Schon gesehen? #thecommuter #thecommutermovie #action #liamneeson #diezeitläuft #behindthescenes #filmdreh #actionfilm
twoandahalfchefsfoodtruck,2018-01-25,Why did the #chicken 🐓cross the road? So @joe.joe.monte_carlo doesn't cook him! 😂😂😂#coburgdriveincinema #twoandahalfchefsfoodtruck #twoandahalfchefs #coburgdrivein #coburg #drivein #villagecinemas #amfvg #thecommuter #mazerunner #popcorn #candy #australia #foodtruck #summer #fun #movies #popcornchicken #loadedfries #smashedpav #aussieaussieaussie #australiaday
missjessie81,2018-01-25,#TheCommuter #longhairku #missinglonghairs😥 #💇💇💇💇💇
annalie_ma,2018-01-25,Popcorn 🍿 muss sein 🤪 #cinema #cinemaxx #movie #thecommuter #action #liamneeson #cinemaxxfreiburg #loveseats #mitdir @ar_mi_ru 😍 #mittwochabend ❤️
jan_giessmann,2018-01-25,"Am Montag war ich in dem Film ""The Commuter"" 🚆🍿🎞️📽️mit einem meiner Lieblingsschauspieler Liam Neeson. Hier mal meine Kurzmeinung: Zu Liam Neeson muss man nicht viel sagen. Ich hatte Phasenweise Angst vor und Mitleid mit ihm. Es ist mal wieder genau die Rolle, die er spielen muss. Die Story selbst ist deutlich spannender als erwartet, hat einige Wendungen, ist super inszeniert und spannend. Man kann die ganze Zeit miträtseln. Erst wen er sucht, dann wer der böse ist. Außer man ist mit meiner Freundin im Kino - die wusste nach etwa 10 Minuten (nach dem im Trailer angeschnittenen Angebot) bescheid. Und sie behielt recht. Wie immer. Allerdings war das auch mein erster Gedanken. Den Film kann man sich auf jeden Fall im Kino ansehen, ich war durchgehend gut unterhalten (obwohl die ersten 20 Minuten nur Charakteraufbau war) und die Inszenierung schreit nach riesiger Leinwand und Popcorn.🍿 Viel spaß ☺️ Und wenn ihr den Film gesehen habt, schreibt mir eure Meinung dazu. Würde mich freuen🙂 #kino #film #thecommuter #filmkritik #empfehlung #autorenleben #popcorn #guterfilm #actionfilm #kinofilm #kinoabend #cinema #thriller"
beninburgh,2018-01-25,#Morning #perspective. #LiamNeeson #TheCommuter #Bus #Metro #Edinburgh
mk1_dw1_hester,2018-01-25,Seen this tonight. Loved it. Definitely recommend it. ✅ (Pay attention to every minute if it's your first time watching it.) . . . . #TheCommuter #movienight #LiamNeeson
marina_clarista,2018-01-25,Todos son sospechosos ... #ElPasajero #estreno #España este #viernes 26 de #Enero .. cast. #LiamNeeson @ClaraLago1 #VeraFarmiga... #director #JaumeColletSerra #cine #acción #ClaraLago #TheCommuter
_hasitive,2018-01-25,#thecommuter #커뮤터 Liam Neeson 1952.6.7 193cm British 🌹❤️ . #드로잉 #낙서 #drawing #리암니슨 #movie #art #work #like4follow #mood #handsome #liamneeson
beguiling_z,2018-01-25,"⭐️⭐️⭐️ #2018년7번째영화 #영화 #커뮤터 #thecommuter 액션, 추리, 적절한 긴장감이 함께 하는 팝콘🍿무비로 제격인 영화"
twoandahalfchefsfoodtruck,2018-01-25,What's Cookin' Good Lookin' 😜👨‍🍳😋 #coburgdriveincinema #twoandahalfchefsfoodtruck #twoandahalfchefs #coburgdrivein #coburg #drivein #villagecinemas #amfvg #thecommuter #mazerunner #jumanji #amfvg #popcorn #candy #australia #foodtruck #summer #fun #movies #popcornchicken #loadedfries #smashedpav #aussieaussieaussie #australiaday @thefoodtruckpark_
liam.neeson.original,2018-01-25,#liamneeson #thecommuter interview @liamneesonisthelove
kim_thanh_95,2018-01-25,Xuống nộp giấy giới thiệu xong tranh thủ tý 😂😂😂😂 #insidiousthelastkey #thecommuter
picasso_ri,2018-01-25,#영화#영화관#무비#movie#thecommuter#커뮤터#리뷰
kinospectator,2018-01-25,"#thecommuter #пассажир #рубрикачтопосмотретьаяподскажу «Еще вчера день страхового агента Майкла начинался с поездки на работу одним и тем же маршрутом, в компании уже давно знакомых лиц. Но сегодня таинственная незнакомка предлагает ему поучаствовать в эксперименте. За $75 000 герою нужно найти определенного пассажира в его поезде. Однако он даже не подозревает, в какой смертельный заговор его втянули. У Майкла есть только несколько остановок, чтобы принять решение, и единственный шанс из тысячи победить.» Достаточно интересный фильм, этакая смесь из «Игры», «Убийства в Восточном экспрессе» и «Воздушного маршала». У Лиама Нисона типичная для него роль- бывший полицейский,не потерявший сноровку и перед которым стоит трудновыполнимая задача,но только не для нашего героя 💪😀 У поезда в этом фильме не менее значимая роль,потому что весь экшен будет происходить в нём🚆 Очень много нереальных ситуаций и действий практически переводят эту картину в жанр фантастики 😀 Разок посмотреть можно."
art_by_dauren_tasbulatov,2018-01-25,"""The Commuter"" OST - Roque Banos🎵 Beautiful music! @roquebanos ▫ Всегда с нетерпением жду новые саундтреки Роке Баньоса и музыка написанная для ""Пассажира"" одно из новых творений испанского композитора! 🔸 🔸 🔸 #concert#composer#искусство#саундтрек #filmcomposer#orchestra#beautiful#symphony#symphonic#art#music#violin#philarmonie #philarmonic#musically#музыка#musical #spain#inspiration#soundtrack#filmmusic #симфония#photo#artstagram#piano#picture #roquebanos#thecommuter#movie#conductor"
the_walk_cinema,2018-01-25,Showing now @the_walk_cinema • • يعرض حالياً على سينما ذَا واك. • • #thewalk #thewalkcinema #bahrain #riffa #movies #movienight #newreleases #thecommuter #liamneeson #action #thriller
chrisnavanr,2018-01-25,Weet jy hoe moeg is jy as jy in die fliek wil lê en fliek? Ha ha #thecommuter uter #liamneeson #aksiebo #fliektyd
danacinema.bh,2018-01-25,Showing now @danacinema.bh - يعرض حالياً على سينما الدانة. - #danamall #danacinema #bahrain #movies #movienight #thecommuter #liamneeson #action #drama #thriller
jasonheal,2018-01-25,Watched The Commuter - Liam Neeson. #thecommuter #liamneeson #movie #cinema #cinemas #film #actors #acting #train #entertainment #hollywood #commute #commuter #instagram #instagramer #filmindustry #newmovies #movie2018
s.seo__0,2018-01-25,"영화 초반은, 설명이 부족하니 왜 저러나 싶고 살짝 지루했으나 역시 #리암니슨 52년생 할아버진데 👍 마지막 열차씬은 시원시원!! 엔딩을 보니 2편 나올듯 #커뮤터 #영화커뮤터 #영화스타그램🎥 #무비 #서녕무비 #영화후기 #영화추천 #롯데시네마 #액션블록버스터 #열차테러 #무비쿡 #movie #thecommuter #moviereview #liamneeson #lottecinema"
dylan_0511,2018-01-25,嗚嗚失業了😏 #TheCommuter
lovinglyyoursdada,2018-01-25,Great Movie + Crazy Companion = Wonderful Experience👧❤👧 #da_wonderwoman #da_movieaddicts #da_duo #treschikkas #roomiesgoals #roomies #selda107 #singlesroutine #thecommuter #liamneeson
ka_si_lin,2018-01-25,What kind of #person are you? ( lodi k tlga #liamneeson ang hirap huminga!!! ) . . . #thecommuter #movie #film #action #suspense
bibia_be_yeye_sarah,2018-01-25,#여행지에서 꼭 찍는 #지하철역 #분위기 #메트로🚇 아주 #깔끔함! A.B.C 총 3개 #메트로 노선으로 쉽게 다닐 수 있어 #편리함👍 사람들 덜 붐비는 이른 시간에 찰칵📸 근데 #에스칼레이터가 너무 #높아 #빨라 #깊어 #타이밍 맞추느라 ㅋㅋ😂😅 . . #영화 #커뮤터 보고 #생각이나서 ㅋㅋ#리암니슨아저씨 나이들어도 #액션 #굿! #movie #thecommuter #andel #metro #cz #praha #체코 #프라하
encorefilmsmal,2018-01-25,"Don't miss the ""edge-of-your-seat thrilling"" action in #TheCommuter starring #LiamNeeson - now showing in IMAX and cinemas islandwide!"
elmurci,2018-01-25,Pinto cine #elpasajero #thecommuter #cinema #cuttheweek #summerdays #baires #cine #happy #argentina #girls #bffs #humpywednesday
sparklyhumanme,2018-01-25,“What kind of person are you?” The commuter movie 🍿 #thecommuter #nurtureyourlifeandsoul #movies #2018 #moviedate #fun #life #littlelifepleasures #sparklyhumanme #living
serendipper_gb,2018-01-25,#thecommuter #커뮤터 #리암니슨 #평일낮영화 #혼영 #무비스타그램 🎬
arun.varikoli,2018-01-25,#thecommuter
paragoncineplex,2018-01-25,พบกับ “เลียม นีสัน” กลับมาบู๊สุดเดือดอีกครั้งใน #TheCommuter “นรกใช้มาเกิด” วันนี้ในโรงภาพยนตร์ #ParagonCineplex
antesdehoy_cinepanama,2018-01-25,#elpasajero #thecommuter Ve a verla Ya!!! #cine #cines #movie #movies #panama #pty #507 #enero #1 #2 #love #cartelera
antesdehoy_cinepanama,2018-01-25,"#elpasajero #thecommuter Christoph Waltz (Viena, 4 de octubre de 1956) es un actor austriaco, nacionalizado alemán.[1]​ Ganador del premio Óscar al mejor actor de reparto en dos ocasiones por sus interpretaciones en Inglourious Basterds (2009) y en Django Unchained (2012), ambas películas del director Quentin Tarantino. #cine #cines #movie #movies #panama #pty #507 #enero #1 #2 #love #cartelera"
antesdehoy_cinepanama,2018-01-25,"#elpasajero #thecommuter William John Neeson, OBE (Ballymena, Antrim, Irlanda del Norte, 7 de junio de 1952), es un actor británico. En 1976 comenzó a actuar en el Teatro lírico de Belfast, donde estuvo dos años. Su primer papel reseñable en el cine fue la película Excalibur de 1981. #cine #cines #movie #movies #panama #pty #507 #enero #1 #2 #love #cartelera"
antesdehoy_cinepanama,2018-01-25,"#elpasajero #thecommuter Vera Ann Farmiga (Clifton, 6 de agosto de 1973) es una actriz, productora, directora y bailarina estadounidense. En 2009 recibió varias nominaciones por su actuación en la película Up in the Air, entre ellas, la nominación a un premio Óscar y un Globo de Oro. #cine #cines #movie #movies #panama #pty #507 #enero #1 #2 #love #cartelera"
linzelizabeth87,2018-01-25,This.Movie.Was.Amaze. #liamneeson #thecommuter #suspense #suspenseful #action #intriguing #amazingactor #patrickwilson #highlyrecommended #movies #movielovers #datenight #fridaynight #verafarmiga @verafarmiga @mfeeney87
lololovesfilms,2018-01-25,🌟WE ARE LIVE🌟 on the #podcast with 2 BRAND NEW movie reviews of #TheCommuter and #PhantomThread! Join us and contribute your thoughts here: mixlr.com/lololovesfilms #moviereview #moviecritic #nowplaying #lololovesfilms #filmcritic #instaflick #instamovie #cinephile #cinephiles #cinephilecommunity #podernfamily #ladypodsquad #podcaster #podcastersofinstagram
grouchonlsd,2018-01-25,"#TheCommuter Liam es bueno para este tipo de papeles? Sin dudas, uno de los mejores. El guión es algo excepcional? No, pero entretiene y cumple su objetivo. Creo que lo que se destaca es ver a Liam Neeson con Sam Neill, esperaba hace mucho verlos juntos aunque sea por poco tiempo. Zafa. #diariodeuncinefiloperdido"
allen7ward31,2018-01-25,"Bored, so I'm here to see The Commuter again for Every Movie Possible. Perhaps I need to make the hour trip to the Marcus Theater and check out Hostiles and Shape of Water soon. That said, I kinda enjoyed The Commuter. It's a basic convoluted plot about a man on a train who has a particular set of skills to find the person he needs to kill. It's Taken on a Train that is Nonstop with an Unknown passenger that's in The Grey who isn't Darkman. Right. . . . . #EveryMoviePossible #MoviePass #TheCommuter #Malco #Theater #movies #movieaddict #moviejunkie #moviebuff #LiamNeeson #action #thriller #movienight #atthemovies"
samuel_anton,2018-01-25,"Keseruan senin lalu bersama @jkimaranatha pastoral & fulltimer family ❤️ MOVIE TIME | The Commuter | . . ""Unity is strength.. When there is teamwork and collaboration, wonderful things can be achieved"" ... . . #jkimaranatha #pastoral #fullTimer #togetherness #loveLovelove #ungaran #teamwork #dreamwork #xxi #thecommuter #movietime #latepost #dayoff"
_mliang_,2018-01-25,"We're strong, don't we? I love you Andy. 💪 #aboutlastnight #thecommuter #cinema #movies #friends"
nhoccheryl,2018-01-25,Still like you #liamneeson #thecommuter #action #period #nervous
tiketbioskop_racell,2018-01-25,"Now playing at XXI THE COMMUTER Genre: Crime, Drama, Mystery Duration: 104 minute Michael (Liam Neeson) seorang salesman asuransi sedang melaksanakan perjalanan rutinnya. Ditengah perjalanan, seorang wanita misterius (Vera Farmiga) datang menghampiri dan meminta Michael mengungkap identitas penumpang tersembunyi di dalam kereta api sebelum pemberhentian terakhir. Michael kemudian menyadari sebuah rencana mematikan sedang berlangsung dan ia dijadikan 'alat' dalam sebuah konspirasi kriminal yang dapat yang membahayakan nyawa dirinya dan sesama penumpang dalam kereta api tersebut. Distributor: Lionsgate Producer: Michael Dreyer, Andrew Rona, Alex Heineman Director: Jaume Collet-serra Writer: Philip De Blasi, Byron Willinger Cast: Liam Neeson, Vera Farmiga, Sam Neill, Jonathan Banks, Elizabeth Mcgovern #tiketbioskopracell #tiketbioskoponline #tiketbioskopmurah #jualtiketbioskoponline #jualtiketbioskop #jasatiketonline #jasabelitiket #jasabelitiketmurah #jasabelitiketonline #jualmtixmurah #jualmtix #jasabelimtix #nowplayingatxxi #thecommuter"
jimbobtalksmovies,2018-01-25,"The Commuter (2018) Movie Review #thecommuter #moviereview #jimbobtalksmovies. SPOILERS (You have been warned). This is the first movie of 2018 I'm reviewing, The Commuter is a mixture of Non-Stop, Taken and Speed all in one if you ask me, is that a bad thing? No it's not but it is something we've all seen before. The Commuter stars Liam Neeson as Michael, an ex cop, husband and father who commutes on a train every day for work until one day he loses his job. On the train he is confronted by a strange woman who asks him to find a person on the train who does not belong and in return he gets $100,000. This movie is a race against the clock as Neeson puts all his best efforts and skills he learnt as a cop to try and find the mysterious character known as Prin who is aboard the train before his family is killed. The Commuter has great action sequences, it has 2 very good fight scenes that don't rely on great stunt work but make it work. Neeson once again is brilliant as the action hero but there are a few plot holes in this movie and it's nothing we haven't seen before, The Commuter is very much like Non-Stop but on a train. Overall there is great acting in this movie and great action scenes but brings nothing new to the table, The Commuter gets #7.5/10 from @JimbobTalksMovies. #thecommuterjimbobtalksmovies #actionfilmreviewsjimbobtalksmovies."
movieticketart,2018-01-25,@thecommuterfilm The Commuter Movie Ticket Illustration (Artwork by Samuel JDN Haruna) For more please go to www.instagram.com/movieticketart @movieticketart #LiamNeeson #TheCommuterfilm #TheCommuter #Recycle #Ideas #Movies #Films #Odeonticket #MovieTicket #Odeon #OdeonLimitless #MovieTicketIllustration #Illustration #Drawing #Art #Illustrator #Artist #Artwork #Cinema #MovieTheatre #MovieTheater #Film #Movie #Creativity #Creative #CinemaTicket #SamuelJDNHaruna #London #MovieTicketArt
samharuna,2018-01-25,@thecommuterfilm The Commuter Movie Ticket Illustration (Artwork by Samuel JDN Haruna) For more please go to www.instagram.com/movieticketart @movieticketart #LiamNeeson #TheCommuterfilm #TheCommuter #Recycle #Ideas #Movies #Films #Odeonticket #MovieTicket #Odeon #OdeonLimitless #MovieTicketIllustration #Illustration #Drawing #Art #Illustrator #Artist #Artwork #Cinema #MovieTheatre #MovieTheater #Film #Movie #Creativity #Creative #CinemaTicket #SamuelJDNHaruna #London #MovieTicketArt
eventcinemasnz,2018-01-25,#TheCommuter has pulled into @EventCinemas - a classic Liam Neeson film that leave you hanging!
nataleelou26,2018-01-25,Can’t go to the cinema and not get a ice blast #iceblast #tangoiceblast #thecommuter #liamneeson #lushnight💑
ilzebella,2018-01-25,Checked this one out after my shift today because @verafarmiga is a national treasure. Some good action scenes with lots of suspense. Ilze approves! #TheCommuter
fergmaster,2018-01-25,"Middle of the road Liam Neeson shouts things like ""where's my family?"" on some form of transport. It wasn't unpleasant to watch, but I didn't find it to be some silly OTT nonsense that I could get on board with like XxX 3 or something. 5/10"
peterwilsonreviews,2018-01-25,"The Commuter: This time he's on a train and it's nearly just as much fun as the ""non-stop"" plane. Also the Warren's from the conjuring take a break from ghosts and dabble in action but add a nice charm to the character of the film. Liam Neeson is what you come to expect in these style of films but there's nothing wrong with that, it's his niche!! I'm glad they kept the character the same age as Neeson himself, he shows at 60 you can still throw quite a few punches and he always has that commanding presence which adds to the tone of his likeable characters. I personally found the 2nd half better than the first. It felt quite comparable to the film Speed (not as good) towards the end. Especially with the intensity of the music and slightly comparable situation. Overall its alot of fun, you go to see these sort of films for the entertaining action and the thrill of the main characters journey and challenges. I was looking forward to this film as I've always enjoyed films with trains, I don't know why but I always find that setting intense and thrilling and enjoyable to watch. I look forward to the iTunes HD release! I look forward to more of these films!! An entertaining 3 out of 5 Stars. ⭐ ⭐ ⭐ #TheCommuter #liamneeson #filmreview #MovieReview #film #action #review #reviews #cinema #truroplaza #truro #Cornwall #commuter #trainfilm #Entertaining #3stars #movie #NewRelease #peterwilsonreviews #livesareontheline #TheCommuterreview"
piercy13,2018-01-25,5. The Commuter - ⭐️⭐️⭐️⭐️ . . . #thecommuter #liamneeson #cinema #film #movie #cineworld #unlimitedcard
cadcommander,2018-01-25,"Went to see this tonight, pretty good movie, got a bit Liam Neeson in parts but ultimately was definitely worth the watch, tense, a we'll put together thriller with cool graphic design on the credits 🐼 #cadcommander #playdelayed #playdelayedblog #movietime🎬 #movie🎥 #cinema🎦 #cinema #movie #movietime #thecommuter #thecommuter2018 #liamneeson #thriller #wellwritten #tensemovie #trainride #everydayisthesame #conspiracy #cadcommanderwatchesmovies #cadcommandergoestothecinema #worthwatching"
bexter82,2018-01-25,#cinemawithnat #liamneeson #thecommuter#fabfilm 😊
freddie_mays,2018-01-25,#thecommuter #commuter #credits #train #tube #underground #nyc #metro #bestcredits #movie #film #Hollywood #goodfilm #goodmovies
shaloemche,2018-01-25,"#kino #movietheater #film #movie #thecommuter #liamneeson #cinemaxx #review #movietime #münchen #munich #kritik #filmkritik #moviereview #action #actionmovie Die Zeiten in denen Liam Neeson richtig überzeugen konnte, sind leider schon länger vorbei. Auch in seinem bemühten neuen Film „The Commuter“ versucht er an frühere Erfolge anzuknüpfen. Leider ist die Idee wie in früheren Filmen die gleiche ... nur schlechter. Ein Filmchen für einen verregneten und gelangweilten Fernsehabend 4 von 10 Punkte Once upon a time.... Liam make really good movies, but the new movie „The Commuter“ is much more boring then other movies before. No thrilling, uninspired action and nothing new 4/10 Points"
_forbsie_,2018-01-25,Tonight’s entertainment 🎬🎬🎬 - - - - - #cinema #movies #film #thecommuter #odeon #miltonkeynes #imax #gallery #limitless #liamneeson #nachos #salsa #nachocheese #datenight #mandate
